timestamp,dekton_surface_temp_C,indoor_temp_C,indoor_rh_pct,mof_state,mof_condensado_L,seebeck_power_W,battery_pct,battery_status,dew_point_C,condensation_risk,pcm_melt_fraction_pct,pcm_mode,reflectivity_level,evap_cooling_status,ext_temp_C,ext_rh_pct,wind_kmh,irradiance_Wm2,uv_index,pressure_hPa,precipitation_mm,cloud_cover_pct
2026-03-01 19:00:00,13.2,23.4,48.2,Standby,1.15,0.77,86.5,Cargando Seebeck,11.8,Bajo,73,CHRG,BAJA (NIVEL 1),STANDBY,10.6,62.2,12.3,97.6,0.9,1018.1,0,41
2026-03-01 20:00:00,9,23.3,49.1,Standby,1.14,1,86.5,Cargando Seebeck,12,Bajo,73.1,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,9.1,61.1,14.2,0,0,1018,0,36
2026-03-01 21:00:00,7.5,23.5,49.6,Standby,1.14,1.12,86.5,Cargando Seebeck,12.3,Bajo,73.2,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,8,59.4,12.8,0,0,1019.1,0,38
2026-03-01 22:00:00,7.8,23.4,50,Standby,1.14,1.09,86.5,Cargando Seebeck,12.4,Bajo,73.3,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,8,65.2,13.5,0,0,1018.6,0,38
2026-03-01 23:00:00,7.3,23.2,49.8,Standby,1.13,1.11,86.6,Cargando Seebeck,12.1,Bajo,73.8,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,7.1,63.9,15.6,0,0,1019.8,0,32
2026-03-02 0:00:00,10.9,23.2,50.4,Standby,1.13,0.86,86.6,Cargando Seebeck,12.3,Bajo,74.8,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,10.7,68.3,25.2,0,0,1005.3,0,65
2026-03-02 1:00:00,10.7,23.3,50.4,Standby,1.13,0.88,86.6,Cargando Seebeck,12.4,Bajo,75.7,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,10.8,71.8,19.7,0,0,1005,0.8,69
2026-03-02 2:00:00,11.8,23.5,51.2,Adsorb,1.15,0.82,86.6,Cargando Seebeck,12.8,Bajo,76.4,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,12.3,68.7,24.9,0,0,1005.7,1.3,77
2026-03-02 3:00:00,12.7,23.6,51.8,Standby,1.14,0.76,86.6,Cargando Seebeck,13.1,Bajo,77.4,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,13,63.7,21.1,0,0,1007.1,0.8,74
2026-03-02 4:00:00,13.4,23.5,52.3,Adsorb,1.17,0.71,86.6,Cargando Seebeck,13.2,Bajo,78.4,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,13.9,67.7,22.3,0,0,1006.1,0.8,83
2026-03-02 5:00:00,14.3,23.6,52.6,Adsorb,1.18,0.65,86.7,Cargando Seebeck,13.3,Bajo,79.2,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,14.1,65.7,22.6,0,0,1006.3,0,73
2026-03-02 6:00:00,14.7,23.7,52.1,Adsorb,1.21,0.63,86.7,Cargando Seebeck,13.3,Bajo,79.8,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,15.8,70.6,22,0,0,1006.8,2.3,67
2026-03-02 7:00:00,14.2,23.6,52.2,Adsorb,1.22,0.66,86.7,Cargando Seebeck,13.2,Bajo,80.5,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,15.2,67,27,0,0,1006.7,2.1,74
2026-03-02 8:00:00,15.1,23.7,52.2,Adsorb,1.24,0.61,86.7,Cargando Seebeck,13.3,Bajo,80.9,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,16,67.2,28.4,7.1,0.1,1006.3,2.5,69
2026-03-02 9:00:00,17.3,23.8,53.1,Adsorb,1.26,0.47,86.7,Cargando Seebeck,13.7,Bajo,81.6,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,16.3,66.2,19.5,39.3,0.4,1006,0,87
2026-03-02 10:00:00,16.9,23.8,52.9,Standby,1.26,0.49,86.7,Cargando Seebeck,13.6,Bajo,81.7,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,17.4,65,23.4,20.8,0.2,1005.9,2.7,69
2026-03-02 11:00:00,20.6,23.9,52.7,Standby,1.26,0.25,86.6,Standby,13.6,Bajo,81.8,STANDBY,BAJA (NIVEL 1),STANDBY,17.1,63.7,20.5,110,1.1,1004.8,0.2,79
2026-03-02 12:00:00,21.9,23.9,51.9,Standby,1.26,0,86.5,Standby,13.4,Bajo,81.9,STANDBY,BAJA (NIVEL 1),STANDBY,17.8,63.6,32,142.8,1.4,1005.4,0.2,75
2026-03-02 13:00:00,21.8,24,53.3,Standby,1.25,0,86.6,Cargando Solar,13.9,Bajo,82,STANDBY,BAJA (NIVEL 1),STANDBY,17.3,60.7,34.2,155.8,1.5,1004.5,0.5,76
2026-03-02 14:00:00,23,24,53.9,Standby,1.25,0,86.8,Cargando Solar,14.1,Bajo,82.1,STANDBY,BAJA (NIVEL 1),STANDBY,17.3,61.7,30.8,183.8,1.8,1004.1,0,73
2026-03-02 15:00:00,21.4,24,53.2,Standby,1.25,0,86.7,Standby,13.9,Bajo,82.2,STANDBY,BAJA (NIVEL 1),STANDBY,16.8,63.4,32.6,148.4,1.4,1004.1,0.2,75
2026-03-02 16:00:00,16.7,24.2,53.2,Standby,1.25,0.54,86.7,Cargando Seebeck,14.1,Bajo,82.3,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,15.9,61.9,28.7,25.4,0.2,1003.4,0.6,68
2026-03-02 17:00:00,15.5,24.1,52.4,Standby,1.24,0.61,86.7,Cargando Seebeck,13.8,Bajo,82.4,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,15.6,63.2,29,17.5,0.2,1003.3,0.9,72
2026-03-02 18:00:00,14,24,51.8,Standby,1.24,0.71,86.7,Cargando Seebeck,13.5,Bajo,82.5,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,14.1,65,32.5,11.6,0.1,1003.8,1.2,74
2026-03-02 19:00:00,13.9,24,52.6,Standby,1.24,0.74,86.7,Cargando Seebeck,13.7,Bajo,82.6,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,12.1,61.6,21.5,48,0.5,1003.6,0,70
2026-03-02 20:00:00,12,23.9,52.1,Adsorb,1.26,0.83,86.7,Cargando Seebeck,13.5,Bajo,82.7,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,12.2,67.4,20.1,0,0,1003.5,0.4,76
2026-03-02 21:00:00,10.9,23.9,52,Standby,1.26,0.91,86.7,Cargando Seebeck,13.5,Bajo,82.8,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,11.3,68.4,23.6,0,0,1003.7,1.1,70
2026-03-02 22:00:00,11.9,23.9,52.2,Adsorb,1.27,0.84,86.8,Cargando Seebeck,13.5,Bajo,82.9,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,12.4,70.4,27.7,0,0,1004.1,1.1,73
2026-03-02 23:00:00,11.5,23.8,51.3,Standby,1.27,0.86,86.8,Cargando Seebeck,13.1,Bajo,83.6,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,11.5,66,31.9,0,0,1004.8,0.4,69
2026-03-03 0:00:00,12.2,23.9,51.2,Standby,1.27,0.82,86.8,Cargando Seebeck,13.2,Bajo,84.5,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,11.8,64.1,19.3,0,0,1008.4,0,57
2026-03-03 1:00:00,11.9,24,51.4,Standby,1.26,0.85,86.8,Cargando Seebeck,13.4,Bajo,85.4,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,11.7,64.5,23.4,0,0,1008.6,0,50
2026-03-03 2:00:00,13.1,23.9,52.1,Standby,1.26,0.76,86.8,Cargando Seebeck,13.5,Bajo,86.1,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,12.9,63,21.7,0,0,1008.7,0,52
2026-03-03 3:00:00,12.8,23.8,52.6,Standby,1.26,0.77,86.8,Cargando Seebeck,13.5,Bajo,86.8,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,13,61,18.1,0,0,1009.4,0,46
2026-03-03 4:00:00,13.7,23.7,52.8,Standby,1.26,0.7,86.9,Cargando Seebeck,13.5,Bajo,87.6,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,13.9,60.4,24.8,0,0,1009,0,49
2026-03-03 5:00:00,15.9,23.6,52.1,Standby,1.26,0.54,86.9,Cargando Seebeck,13.2,Bajo,88.6,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,16,63.5,19,0,0,1009.1,0,55
2026-03-03 6:00:00,16.7,23.9,51.9,Standby,1.26,0.5,86.9,Cargando Seebeck,13.4,Bajo,89.1,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,16.7,60.8,20.4,0,0,1009.8,0,54
2026-03-03 7:00:00,17.3,24,51.6,Standby,1.25,0.47,86.9,Cargando Seebeck,13.4,Bajo,89.7,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,17.4,57,21.3,0,0,1009.4,0,50
2026-03-03 8:00:00,20.1,23.9,51.4,Standby,1.25,0.29,86.8,Standby,13.3,Bajo,90.1,CHRG,BAJA (NIVEL 1),STANDBY,17.7,57.1,20.1,85.4,0.8,1009,0,48
2026-03-03 9:00:00,22.7,23.9,52,Standby,1.25,0,86.6,Standby,13.5,Bajo,90.6,CHRG,BAJA (NIVEL 1),STANDBY,18.8,56.1,23.1,139.4,1.3,1009.1,0,52
2026-03-03 10:00:00,25.6,23.9,52.3,Standby,1.25,0,86.8,Cargando Solar,13.6,Bajo,90.7,STANDBY,BAJA (NIVEL 1),STANDBY,19.5,56.2,18.5,198.9,1.9,1008.9,0,53
2026-03-03 11:00:00,27.6,24.1,52.3,Standby,1.24,0.3,87,Cargando Solar,13.7,Bajo,90.8,STANDBY,MEDIA (NIVEL 2),STANDBY,20.2,57.8,18.8,241.8,2.3,1007.7,0,52
2026-03-03 12:00:00,27.7,23.9,51,Standby,1.24,0.32,87.2,Cargando Solar,13.1,Bajo,90.9,STANDBY,MEDIA (NIVEL 2),STANDBY,20.3,55.2,28.4,251.1,2.4,1008.7,0,62
2026-03-03 13:00:00,29.5,23.8,51.6,Standby,1.24,0.49,87.5,Cargando Solar,13.2,Bajo,91,STANDBY,MEDIA (NIVEL 2),STANDBY,20.7,53.4,25.9,296.9,2.9,1007.7,0,51
2026-03-03 14:00:00,29.1,23.8,51.9,Standby,1.23,0.47,87.7,Cargando Solar,13.3,Bajo,91.1,STANDBY,MEDIA (NIVEL 2),STANDBY,20.1,56.3,27.4,308.2,3,1006.9,0,53
2026-03-03 15:00:00,27.7,23.8,51.2,Standby,1.23,0.33,87.9,Cargando Solar,13.1,Bajo,91.2,STANDBY,MEDIA (NIVEL 2),STANDBY,18.9,56.5,27,289.7,2.8,1006.8,0,54
2026-03-03 16:00:00,26.6,24,51.7,Standby,1.23,0,88.1,Cargando Solar,13.4,Bajo,91.3,STANDBY,MEDIA (NIVEL 2),STANDBY,17.9,55.6,28.1,278.4,2.7,1006.9,0,50
2026-03-03 17:00:00,23.5,23.9,52.1,Standby,1.23,0,88.3,Cargando Solar,13.5,Bajo,91.4,STANDBY,MEDIA (NIVEL 2),STANDBY,16.7,54.3,30.9,221.4,2.1,1006.4,0,46
2026-03-03 18:00:00,19.8,24,52,Standby,1.22,0.33,88.4,Cargando Solar,13.5,Bajo,91.5,STANDBY,BAJA (NIVEL 1),STANDBY,15.3,59.5,32.3,152.1,1.5,1006.5,0,51
2026-03-03 19:00:00,16.1,23.7,51.6,Standby,1.22,0.57,88.4,Cargando Seebeck,13.2,Bajo,91.6,STANDBY,BAJA (NIVEL 1),STANDBY,14.1,61.1,19.7,66.3,0.6,1005.7,0,57
2026-03-03 20:00:00,13.7,23.8,51.3,Standby,1.22,0.71,88.4,Cargando Seebeck,13.1,Bajo,91.7,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,13.5,61.6,17.2,0,0,1006.2,0,50
2026-03-03 21:00:00,12.3,23.7,52.1,Standby,1.22,0.8,88.4,Cargando Seebeck,13.3,Bajo,91.8,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,12.1,64.8,22.8,0,0,1007.2,0,57
2026-03-03 22:00:00,12.9,23.5,52,Adsorb,1.23,0.74,88.5,Cargando Seebeck,13.1,Bajo,91.9,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,13,65.9,25.5,0,0,1007.1,0,58
2026-03-03 23:00:00,12.5,23.5,51.7,Adsorb,1.25,0.77,88.5,Cargando Seebeck,13,Bajo,92.4,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,12.4,67.3,23.1,0,0,1007.8,0,61
2026-03-04 0:00:00,7.9,23.5,51.4,Standby,1.25,1.09,88.5,Cargando Seebeck,12.9,Bajo,93.1,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,8.1,61.8,10,0,0,1020.2,0,0
2026-03-04 1:00:00,7.4,23.4,51.2,Standby,1.25,1.12,88.5,Cargando Seebeck,12.8,Bajo,93.8,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,7.3,62.2,12.3,0,0,1020.4,0,0
2026-03-04 2:00:00,8.7,23.5,51.6,Standby,1.25,1.03,88.5,Cargando Seebeck,12.9,Bajo,94.7,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,8.9,64.3,10.6,0,0,1020.6,0,0
2026-03-04 3:00:00,9.6,23.4,52.1,Standby,1.25,0.96,88.6,Cargando Seebeck,13,Bajo,95.6,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,9.8,62,15.4,0,0,1020.4,0,2
2026-03-04 4:00:00,11.5,23.4,51.5,Standby,1.24,0.83,88.6,Cargando Seebeck,12.8,Bajo,96.6,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,11.7,57.4,12,0,0,1021.5,0,0
2026-03-04 5:00:00,13.7,23.3,51.7,Standby,1.24,0.67,88.6,Cargando Seebeck,12.8,Bajo,97.5,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,13.4,52.6,9.8,0,0,1021.3,0,3
2026-03-04 6:00:00,14.4,23.3,51.8,Standby,1.24,0.63,88.6,Cargando Seebeck,12.9,Bajo,98.1,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,14.3,52.7,9.3,0,0,1021.4,0,1
2026-03-04 7:00:00,16,23.3,52,Standby,1.24,0.51,88.6,Cargando Seebeck,12.9,Bajo,98.6,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,16,44.5,11.7,0,0,1021.3,0,2
2026-03-04 8:00:00,22.8,23.4,52.1,Standby,1.24,0,88.7,Cargando Solar,13,Bajo,99.3,CHRG,BAJA (NIVEL 1),STANDBY,18.4,46.9,17.3,155.7,1.5,1021.7,0,2
2026-03-04 9:00:00,30.3,23.6,50.5,Standby,1.24,0.59,88.9,Cargando Solar,12.7,Bajo,99.8,CHRG,MEDIA (NIVEL 2),STANDBY,20.5,48.4,13,315.9,3,1021.3,0,3
2026-03-04 10:00:00,31.9,23.5,49.9,Standby,1.24,0.77,89.3,Cargando Solar,12.4,Bajo,99.9,STANDBY,MEDIA (NIVEL 2),STANDBY,20.6,36.5,10.9,377.8,3.6,1020.6,0,7
2026-03-04 11:00:00,37.6,23.4,49.8,Standby,1.23,1.45,89.7,Cargando Solar,12.4,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,21.1,38.8,17,552.9,5.3,1020.5,0,2
2026-03-04 12:00:00,39.5,23.4,49.9,Standby,1.23,1.69,90.2,Cargando Solar,12.3,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,21.6,38.8,19.8,596.8,5.7,1020.5,0,0
2026-03-04 13:00:00,39.2,23.4,49.4,Standby,1.23,1.66,90.7,Cargando Solar,12.2,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,21.1,41.4,22.1,593.8,5.7,1019.7,0,5
2026-03-04 14:00:00,40,23.5,50,Standby,1.23,1.78,91.2,Cargando Solar,12.5,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,20.6,45.8,23.2,651.6,6.3,1019.4,0,2
2026-03-04 15:00:00,37.6,23.5,49.7,Standby,1.23,1.49,91.6,Cargando Solar,12.4,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,19.5,44.5,13.7,602.7,5.8,1019,0,0
2026-03-04 16:00:00,34.4,23.6,48.9,Standby,1.22,1.09,92.1,Cargando Solar,12.2,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,18.3,44,15.1,539.4,5.2,1018.7,0,0
2026-03-04 17:00:00,29.5,23.5,49.3,Standby,1.22,0.57,92.4,Cargando Solar,12.2,Bajo,100,STANDBY,MEDIA (NIVEL 2),STANDBY,16.7,47.9,15.4,422.6,4.1,1018.6,0,0
2026-03-04 18:00:00,23.1,23.4,49.1,Standby,1.22,0,92.6,Cargando Solar,12.1,Bajo,100,STANDBY,MEDIA (NIVEL 2),STANDBY,14.6,47.5,13.5,286.7,2.8,1019,0,0
2026-03-04 19:00:00,17.9,23.3,49.1,Standby,1.22,0.43,92.6,Cargando Seebeck,12,Bajo,100,STANDBY,BAJA (NIVEL 1),STANDBY,13.8,59.9,12.9,147,1.4,1019.1,0,0
2026-03-04 20:00:00,10.9,23.3,48.2,Standby,1.22,0.86,92.7,Cargando Seebeck,11.7,Bajo,100,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,11.3,58,12.1,0,0,1018.8,0,2
2026-03-04 21:00:00,10.2,23.3,47.9,Standby,1.21,0.92,92.7,Cargando Seebeck,11.6,Bajo,100,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,10.2,63.1,8.3,0,0,1019.2,0,4
2026-03-04 22:00:00,8.5,23.1,47.9,Standby,1.21,1.02,92.7,Cargando Seebeck,11.5,Bajo,100,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,8.5,63.5,12,0,0,1019.4,0,2
2026-03-04 23:00:00,8,23.1,48.7,Standby,1.21,1.06,92.7,Cargando Seebeck,11.7,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,8,63.5,15.6,0,0,1019.5,0,2
2026-03-05 0:00:00,10.2,23.2,48.9,Standby,1.2,0.91,92.7,Cargando Seebeck,11.9,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,10.3,67,13.5,0,0,1028.9,0,3
2026-03-05 1:00:00,9.1,23.2,49.5,Standby,1.2,0.98,92.8,Cargando Seebeck,12,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,9.1,62.8,9,0,0,1029.4,0,2
2026-03-05 2:00:00,10.3,23.1,50.3,Standby,1.2,0.9,92.8,Cargando Seebeck,12.2,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,10.1,61.4,15.9,0,0,1030.2,0,5
2026-03-05 3:00:00,11.9,23.1,49.2,Standby,1.19,0.78,92.8,Cargando Seebeck,11.9,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,11.6,60.2,8.3,0,0,1030.6,0,0
2026-03-05 4:00:00,12.2,23.2,50.3,Standby,1.19,0.77,92.8,Cargando Seebeck,12.3,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,12.2,59.4,10.5,0,0,1031,0,2
2026-03-05 5:00:00,14.3,23.2,49.4,Standby,1.19,0.63,92.8,Cargando Seebeck,12,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,14.1,60.2,17,0,0,1030.5,0,0
2026-03-05 6:00:00,17.1,23.4,50.5,Standby,1.19,0.44,92.8,Cargando Seebeck,12.5,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,17.1,53,14.7,0,0,1030.9,0,4
2026-03-05 7:00:00,17.8,23.3,51.1,Standby,1.18,0.38,92.8,Cargando Seebeck,12.6,Bajo,100,CHRG,MÍNIMA (ABSORCIÓN),STANDBY,17.9,48.5,13.5,0,0,1030.9,0,0
2026-03-05 8:00:00,24.6,23.2,51.6,Standby,1.18,0,93,Cargando Solar,12.7,Bajo,100,CHRG,BAJA (NIVEL 1),STANDBY,20,45.6,9.4,154.7,1.5,1030,0,3
2026-03-05 9:00:00,29.9,23.2,51.7,Standby,1.18,0.58,93.2,Cargando Solar,12.7,Bajo,100,CHRG,MEDIA (NIVEL 2),STANDBY,20.9,42.2,12.2,289.3,2.8,1030.5,0,0
2026-03-05 10:00:00,36,23.3,50.7,Standby,1.18,1.23,93.6,Cargando Solar,12.5,Bajo,100,STANDBY,MEDIA (NIVEL 2),STANDBY,22.6,41.4,10.3,454.6,4.4,1029.9,0,0
2026-03-05 11:00:00,37.7,23.4,51,Standby,1.17,1.42,93.9,Cargando Solar,12.7,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,22.6,40.3,13,507.7,4.9,1029.5,0,6
2026-03-05 12:00:00,40,23.7,50.6,Standby,1.17,1.69,94.3,Cargando Solar,12.8,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,22.7,40,24.5,580.1,5.6,1029.3,0,3
2026-03-05 13:00:00,41.8,23.6,50.3,Standby,1.17,1.93,94.7,Cargando Solar,12.7,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,23.1,41.1,14,623.6,6,1028.8,0,0
2026-03-05 14:00:00,39.9,23.7,50.3,Standby,1.16,1.68,95.2,Cargando Solar,12.8,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,22,47.9,14.7,585.8,5.6,1028.7,0,5
2026-03-05 15:00:00,38.8,23.7,51.2,Standby,1.16,1.57,95.6,Cargando Solar,13,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,21.4,42,17.2,582,5.6,1028.2,0,0
2026-03-05 16:00:00,34.4,23.5,50.6,Standby,1.16,1.08,96,Cargando Solar,12.7,Bajo,100,STANDBY,ALTA (NIVEL 3),STANDBY,19.4,45.9,18.8,507,4.9,1028,0,3
2026-03-05 17:00:00,30,23.5,51.1,Standby,1.15,0.62,96.3,Cargando Solar,12.7,Bajo,100,STANDBY,MEDIA (NIVEL 2),STANDBY,17.5,48.5,20.5,413.4,4,1027.8,0,0
2026-03-05 18:00:00,24.8,23.5,50.9,Standby,1.15,0,96.5,Cargando Solar,12.7,Bajo,100,STANDBY,MEDIA (NIVEL 2),STANDBY,16.1,53.7,12.7,287.6,2.8,1027.6,0,12
2026-03-05 19:00:00,19.7,23.4,51,Standby,1.15,0.29,96.6,Cargando Solar,12.7,Bajo,100,STANDBY,BAJA (NIVEL 1),STANDBY,15.1,55.9,8.6,160.3,1.5,1027.7,0,2
2026-03-05 20:00:00,12.5,23.5,50.8,Standby,1.15,0.77,96.6,Cargando Seebeck,12.7,Bajo,100,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,12.4,63.4,9.1,0,0,1027.5,0,0
2026-03-05 21:00:00,11.4,23.5,51,Standby,1.15,0.85,96.6,Cargando Seebeck,12.7,Bajo,100,STANDBY,MÍNIMA (ABSORCIÓN),STANDBY,11.2,61.9,8.3,0,0,1028.2,0,0
